id,work,date,issue,page,block,text,label,label_grouped
218,debats,1851_10_14,1,4,P4_TB00034,"BOIÎRSE DE PARIS DU 13 OCTOBRE. t ■ «G COMPTANT. Du Nord, eptant 455 . IRfi 9?i ... i 455 •• 456 25 457 56 Cinq 0/0, J. du 2-2 sept.. Oit 5 Olf C îlOt 95 Otf 91f 5 91 f 90195 91f E aisse hypothécali mpruut hypothE e c. de 515 .. 1080 .. Paris à Strasbourg, eptant — 15 courant 350 350 3 ... •* 3o0 . • f ,. -  R écéolssés de Rothschild tours a r (AINES, CPTUIT •: * La Rente a baissé plus sérieusement que ae coutume. Cinq 0/0 (Emprunt), 1 Quatre 1/2 0/8, J. du 22 i Oindre 0,0. 1. du 22 E - E mprunt romain, mnruut d Haïti. 74 1/4 Monlereau A Troycs, eptant 98 75 .. .. On a remarqué, au début deia Bourse, ae grosses ven- tes et. sur une reprise qui a porté le Cinq pour 100 de sept, ..f .. E eot.. 71f .. D spagne.Dette active... ette diiT. sans intérêt . Dieppe et Fécautp, cotant 90 fr. 85 c. à 91 fr. 10 c., un redoublement d offres qui a précipité le Cinq pour 100 à 90 fr. 50 c. Le dernier Murs est 90 fr. 60 c. Ou a escompté 140,000 fr. de TrnR 0/0 1. fin 9.9. inln. SSf GO OS D ettelnasslve . ./• * * 55f 70 50 60 55 T ■ i C rois 0/0 2841 » Dette Intérieure 38 1/8 35 5.8 — 15 oourant |B elgique, Empr. 1810-12 102 ./. 1 Art. de la Bann.. 2110 f D elsiuuc. Quatre 1/2 .. ./. IA 9N rente Cina pour 100 et 51,000 fr. de rente Trois pour 100 ; ! - R dgiQue. Trois 01 .. ./. ... fois l abondance des titres an comptant a annulé l ef- fet de ces escomptes. La crise ministérielle semble avoir pris une tournure pius sérieuse et plus critiqne. Mille bruits que nous ne répéterons pas ont couru à Rente de la Ville. B Obligations de la Ville D D 1849 1130 . E D° de la Seine.. 10C0 .. E i Canaux avec primes... 1085 .. L 4 Canaux, Act. de joulss. 113 75 A elgique, Banque (1835). eux 1/2 hollandais mprunt portugais h, 0,0. mprunt du Piémont... ots d Autriche Unes de la Grand Comhe. ,V . /! .../. aES»©»TS. Du comptant à la liquidation.] D une liquidation à l autre, lin n .. 121 2 10 ./.Cina /. .../. la Bourse. Us feraient prévoir de graves complications si la Rente, malgré 70 c. de baisse, n avait pas encore ■ Bourgogne,!. 1 Tioursoene.AC oroct.. .. t.de joulss. a- * * .. Lin maoeny ..1 Zinc Vieille-Montagne... COUSANT. 515 . Saint-Germain Versailles R. D Versailles R. G  • .. .i •Saint-Germain.. Versatiles R. D.. versatiles Ri G... • ». . .. « • conserve uu ircitaiu urgn, Les cours des autres valeurs ont peu varié. Jules Paton. iers cours (à 90 fr. * 1 cours. Plus haut Plu» bas. Dern. cours. Préc. clôt. Parts à Rouen Rouen eu Havre.... Patis à Rouen... R >ueiï an navre. Au comptant. — Comparativement aux dern de samedi, le Cinq pour 100 abaissé de 50 c. I Trois 0/0 en ltquid. ; Fin courant j Prime lin courant. Prime lin proch.. 55 65 65 ï 55 50 55 50 <1. .. d. .. 55 85 Avignon à Marseille. . Strasbourg à Bâte... . Du Centre . Amiens à Boulogne. . Avignon a Marseille. Strasbourg a Bâlo. . Du Centre Amiens à Boulogne. /-»   75 c.) ; le Trois pour 100, de 30 c. (a dd ir. sa c.j ; IPS Actions de la Banaue de France, de 5 fr. (à 2,110 fr.). I Trois 0/0 Emp. en liq. j Fin courant i Prime Un courant, j Prime ûu proch.. Cinq o 0 en llquid... • • • • » • « • .. • » » • Orléans à Bordeaux. . Du Nord Paris h Strashoure.. . Orléans à Bordeaux Du Nord iParl? à Strasbourg.. Le Quatre pour 100 a été négocié à 71 fr. .. .. .. • • .. Tours à Nantes .... I Tours à Nautes Chemins de fer, — Les Actions du cncmiii de u r 91 25 Monlereau à Troycs. du Centre ont baissé de 2 fr. 50 c. (à 422 fr. 50 c.) ; celles du Nord, de 1 fr. 25 c. (à 455 fr.). Les Ac- tions de-Versailles, rive gauche, ont monté de 2 fr. 50 c. (à 220 fr.) ; celles de Rouen au Havre, de 1 fr. 25 c. (à 212 fr. 50 c.); celles d Amiens à Boulogne, de 1 fr. 25 c. (à 260 fr.). Ont fermé au même ; mine il u cuuram. ! Prime-Un proch . | Cinq 0/0 timprunten j liquidation ! Fin courant 91 80 •• oi 90   •• . .. (1. 2.1 d. 50 92 .. M » • . ... . CHANGES. A YUE. 90 JOURSM | .. .. .. .. .. . ï apier. Argent. Papier. Argent. j Prime Un cour .. .. •• .. ..   • * .. Amsterdam • •/• 211 /2 .. ... 21 CHEMIUS JfiS FEI a. - Hambourg f.ondrcs * lb6 25 5 ... Ml- 18 2 > 3/8 . • 5 7 1/2 R / cours : les Actions de Versailles, rive droite (263 fr. i Plus Plus Dern. Préc. * /. * * EU 75 c.): celles de Paris à Orléans (855 fr. ); celles murs. haut. bas. cours. clôtur. Pétersbourg • ../. /. •• 1 .» 38 8 ./. .. ",cours,bourse/cours/commerce
219,debats,1841_09_21,1,4,P4_TB00006,"I li.~Sociétégénér. de Bru*. 1510 .. ià. Société Mut. (1*30) .. ... !d. Banque (1835) 770 .. «BUT ET DEMI 1101.1 ANDAIS ./. > EMF. PORTUGAIS 50/0..... 3O/0. . .... •• •/. EKP. D HAÏTI. ... 028. SMP. DU PIÉMONT  .. 1130 .. . LOTS D AUTRICHE 355. I TROIS 0/0 AUTRICHIEN . . CAISSE LAFFITTE, COUp. 10001 1025 . . coup.soool 5085 .. CHEMIN de Saint-Germain.. Versailles, rive droite.. 322 50 Versailles, rive gauche. 210.. Paris à Orléans ....... 478 15 . —.Rouen ... ;. I Montpellier à Cette  .. I Mulhouse 5 Thann f.. .. . Cordeau* ila Teste. .. I Strasbourg 5 BJIe 24125 , MINES de la Gfand Gombe.. , —> PONT-DE-LOUP SUD ASPHALTE de Seysse ; { I Tissus de lin Mabcny",cours,bourse/cours/commerce
220,debats,1847_03_09,1,4,P4_TB00011,"Cinq 0/0, J. ri es ssp f.*, fërniéeY le i; mars à,i)Bf as—J. du 2? -t matï, irtll siÀio Ss io *;,:u yusire t/ 2 U/O; J. un «s i. twmsi i - wrso sb 30 <o 1 % 4.4aîËÂSÇii 5 * • v*> A)\ . s>? 1 Act. dclaßauu, S2?QÏ .Reste de ta ville.. . v.).  1 * . Obligations de la ville... iseo .. 4 Canaux svëc prime.... liso .. Caisse hypothécaire..... sis .. . -Bgcép. de Rothschild,... toi «3 / Emprunt romain 102 1 Esp. Dette active,.,,...., «...!. : Dette dilir. sans IntéPftt.. ..• Bfettn passive../. •* • : troiso/61841 ...i........ 543 4 I D» Dette Intérieure...... .../. 1 Belgique, emprunt 184». ira s/s i -r- 1342. 10278 5 Trois O/ù... 1 Banque (1833) ! Deux e t demi hollandais. .../. î Empr. portugais s 010... •.../. i . 3 0,0... uA3 Kmnrtmi dn Piémont... ttstso i lots d Autriche. ..... i       ",cours,bourse/cours/commerce
221,debats,1852_11_02,1,4,P4_TB00004,"AU COMPMST. Quatre 1/2 0/0, j. du 22 sept., Récép. de Rotliseliild. ..... 105f 25 50 105 f Empr. du Piémont.,.. 18 90 Emprunt romain.... 99. /. Quatre 1/2 0/0 ancien, jouiss. Empr. russe 4 1/2..., 103 1/2 du 22 sept Emprunt d Haïti Caisse hypothécaire.. 235 .. Qualreo/0, j.du22sept., ..f.. Emprunthypolhée.de l ancienne Liste ci v Trois 0/0, j. 22 juin 1852, Blf 75 Espagne, Dette active. .. ./. BVf 50 75 Dette diif. convertie.. 25. /. Dette passive /. Act. de la Banque, 2S9Of Trois 0/0 1841 .. ./. D° Dette intérieure... 46 1/8 Rente de la Ville Belgiq., Empr. 1840-42 /. Belgique, Quatre t/ 2 /. Oblig.de la Ville 1849 Belgique, Deux 1/2 /. D° 1852 Beigiq-., Banque(lB3s) 900./. D° de la Seine.... 1097 50 Deux 1/2 hollandais /. Obligat. du Piémont Annuités municipales Lois d Autriche des 3 l onts Banque de Constantinople.. 4 Canaux avec prime. 1200.. Mines de la Gr. Combe 4 Canaux, Act. aej.... 190.. Lin Maberly. 850 .. Bourgogne, j. d avril. 1030.. Zinc V.-Montagne (5 e ) Bourgogne, Act. de j.. 200 ~ Banquefonc.deParis. 875 ..",cours,bourse/cours/commerce
222,debats,1842_06_10,1,4,P4_TB00009,Prem. court. M| Report du comptant rsois o/o sa il;.. . • • . 9HM wm n friH Fin courant... Prime fin cou- 80 i5 80 45 80 15 80 50 80 85 TROIS... 20 ./. 22 1/2 Id. 1841. .. ./. .. ./. QUATRE. .. ./. .. ./ Prime fin pro- chain...^... .. .. 80 60 81 ..jd. 50 CINQ... . 32 1/2 .. ./. NAPLES. .. ./. .. ./. ROME /. .. /. Emp.18il.Finc. Prime fin cour. UDIQO/Oenllq... Pin courant... Prime fin cou- rant Prime fin prê- chais f D un moit à l autre. TROIS /. .. ./. ici. 1841. .. ./. .. ./ QUATRE. .. ./. .. ./. CINQ. .. 42 1/2 . . ./. NAPJ.ES ■ .. ./. .. ./. nOMR /. .. ./. 120 ià 129 30 • î • • 120  à . . . 4 . •     - .. .. ( d. .. 120 iô  ! d. .. i,cours,bourse/cours/commerce
223,presse,1847_02_03,1,4,Page1_Block148,". ( comptant .. . \ tin courant . i comptant .. ,  ( fin courant . i constant.. . ( (In courant . (comptant.. . (15 courant. . f comptant .. . ( 15 courant . . / comptant .. . (15 courant . : I comptant .... . 115courant .. . I comptant .., . (15 courant . ■ f comptant ... 1 15 couraut . . ( comptant .. . 115 courant . . ( comptant ... 115 courant ., f comptant ... 115 courant ., f comptant ... 115 couraut .. ( comptant ... 1 M courant .. / comptant ,.. 115 courant .. ( comptant ... 1 la courant .. ( comptant ... i 15 courant .. / comptant ... ( 15 courant .. ( comptant ... i t.i courant .. ( comptant .., \ 15 courant .. j comptant ... ( 15 courant ., f comptant ... 115 courant .. ( comptant... 115 courant.. ( comptant ... 115 courant ..",cours,bourse/cours/commerce
224,debats,1850_08_05,1,4,P4_TB00010,"-< ; : . PARIS A ROUEN. • f , , : Du 21 au 27 juillet 18ÏO. , , , 214,010 05 Semaine correspoudante de 1849. 170,812 5S Total do l exercice courant. 765,972 75 Total do l exercice correspondant. 645,505 55 ROUEN AU HA-YRU. t. DU 21 au 27 juillet 1850. 91,519 80 Semaine correspondante de 1849. 72,575 90 Total de l exercice courant. 1,400,816 50 Total de l exercice correspondant. 1,555,100 » CHEMIN DE FER DE DIEPPE. Du 21 au 27 juillet 1850. 20,287 75 Semaine correspoudante de 1849. 15,975 65 Total de l exercice courant. 224,647 55 Exercice correspondant de 1849. 213,155 05 PARIS A ORLÉANS. DU 22 au 28 juillet 1850. 176.669 13 Semaine correspondante de 1849. 184,7C0 59 j Recette totale du i janvier au 28 juillet tsso. 5,501,513 97 Recelte correspondante de 184». 5,633 895 55 CHEMIN DE FER DU CENTRE. (Vierzon.) DU 22 ad 28 juillet 1850. 68,887 57 Semaine correspondante de 4849. 70,459 82 Recette totale du t Janvier au 28 juillet 1850. î,991,463 36 Recette correspondante de 1849. i. SB,4io 20 ORLÉANS A BORDEAUX. (Seetlon d Orléans à Tours.) Dll 22 au 28 juillet 1850.  73,044 35 Semaine correspondante de 1849. 66,061 83 Recettes du 4 au 28 juillet isse » 297,753 30 Période correspoudante de 1849. 278,612 68 PARIS A STRASBOURG (Section de Paris i Châlous.) Du 22 au 28 juillet 1850. 121,998 42 , Receltes antérieures.   4,132, 805 73 Total géuéral. 4,257,804 15 KONTEREAU A TROYES. DÙ 16 au 22 Juillet 1850. 24,808 20 Semaine corraspeudaute de 1849. 20,659 60 Total du 1 janvier au 22 juillet. 629,168 80 TOURS A NANTES. ( BectlBn, de Tours à Angers. DU 20 au 26 juillet 1850. 30,699 45 Semaine correspondante du dernier exercice. 14.298 as Total des recette? depuis le i oelolire 1549. 1,241,2- si",cours,bourse/cours/commerce
225,le_pays,1858_07_01,1,4,PAG_4_TB000136,"»» »/» à »» »/», a terme; Nouv. 3 0/0, 95 3/4 it ».» H/)); Réd. \ 95 7/8 à »» ))i)); Banque, 221 1/2 à »»» »/»; 3 0/0 csp. 45 1/4 à »» »/»; Nouv. cHfl. 27 1/2 à 27 5!8; indiens, »»» »/» j h »»\) ni»; Moxic. 20 1/8 il »» »/)). ¡ Vienne. 28 juin. ? Métali. 5 0/0, 82 5¡J3; Euip. nat. 831/4; î Change sur Lond. 10 12; Ch. du Nord, 166 »/»; Nouv. empr. 1854, 110 ))/)); Ch. FranCO-Autrich. 269 »/»; Act. de la Banque; ) 976 »/»; Crédit mob. 230 1/2; Lombards, 97 »/»; Orient, 44 j 1/2; Change sur Paris, 22 1/4; Cours de l argent, 104 1/2; 1 Nouv. ernpr., lots d Autriche, 104 1/2. f Berlin, 28 juin.? » 1/2 0/0, 80 1/4; 4 0 0, »» »/)); Banquet le Prusse, »»» »/»; Crédit mob. Autrich. 112 1/2; Chem. du ] Rhin, 86 1/2; do Nouv. 81 »/»; Nord, »»» ))/)). j Francfort, 29 jiÈn.-5 0/0, 78 1/4; Nat., 4 1/2 0/0, 79 »/»; j i 0/0, »» »/»; Espagn. 1 0/0. »» »/»; do 3 o/o, b» n/); Crédit l nob. Autrich.»»» »/». f Amsterdam, 28 juin. ? Int., 2 1/2 0/0, 64 1/4; 3 0  0 76 I [2/16; 4 0/0, 97 11/16; 5 0/0, »» »/»; Esp., 3 0/0 Ext. 43 [3/16; do Int. 37 7/8; do 1 0/0, Nnuv. 26 11/16. |",cours,bourse/cours/commerce
226,debats,1854_05_31,1,4,P4_TB00042,"A TERSE. 1 er Plus cours. haut. S Plus I bas. Dernier , Préeéd cours, j clôt. | BEPOàli. iComiit. i laliquid.j I.iauid. à l auli Trois pour 100.. ..*. flncour pr. 11 ii r pr. fin p .Emprunt (1854) 3 0/1... fin cour D° Certif. fie 10001 cl au-dessous, fin cour <)ûatrel/2p. 100,1852(nonrem- fin cour boursable pendant dix ans), pr. fin c Empr. (1854) 4 1/2 0/0 flncour D° Certif. de lOOÇlfel au-dessous, fin cour Crédit foncier de France, j. mai. 31 cour (Act. de 500fr„ 250 payés.) pr, 31 D° Obligat. de 500 fr. (400 fr. 3 1 coiir 70 25 70 40 . . ..... d 1 72 50 72 15 d 1 69 90 70 10 90 . .. ..  .. .. d 1 • « aa • • • • • • a a •• a • a 535 .   .. d,20 i 70 II .. .. i 73 21 69 9C .. .. • • » • • • a a < 1 *• •  76 20 1 70 4C ., .. d 50 70 9C , 73 40 d 50 73 5C j 69 90 70 2: 96 25 93 i .. .. d 50 ■ ., .. •• «• •• H 545 . 545».. « a ■ • • ~(1 1*0 j , M , 10 B • • • • • » • • • • • • • • ... < • • • • • « • • • • • Pair 10 R Pair 5 R. a a * a a a a a a a a a « a • a a a bàv ; és), î. mai. Dr. 31   — D de looo (r. (certificat de 31 cour dépôt de 200 fr.), j.mai. pr. 31 • •• » • .... • •• * •* a a a » * a — D° de 1000 fr. (tout payé). .. 31 cour   — Hi d Ob, (droitau 10 e des lots). 31 cour Soc. gôn. Crédit mobilier, j.janv. 31 cour (Act. de 500 fr., tout payé.) pr. 31 pr. 15 Comptoir d escompte, j. janv... 31 cour (Act. de 500 fr., toixt payé.) pr. 31 Piémontais, 5*0 0, j. janv...... fincour — D° 3 0,0, j.janv fincour Saint-Germain,j.d avril....... 31 cour (Tout payé.) pr. 31 Orléans, j. d avril., 31 cour (Tout payé.) pr. 3l pr. j5 670 !! 677 50 d-20 705 .. 715 ,. d 20 *86 50 *86 50 - 730 T . 730 !! d 20 1135 .. 1137 50 .. d 20 d 20 665 735 *86 715 1* 760 .. 1130 .. t 162 M 671 25 673 75 10 ... .. 750 .. d 10 730 .  86 50  !! 717 50 730 ... .. d 10 1130., 1140.. d 10 1160 .. d lOj1135 a a • a a a • a» __a a a a aa • a a » a • a a a « a a ♦ • • ta* a a a a a a a a a ■ a a a a a a a a a a a a a « a a a a Rouen, jouissance janv 31 cour   (Tout payé.) pr. 31 *   d en 1 . . .. i i 930 .. rl 1 f> 1 a a « a a a a a a a a a Rouen ail Havre, jouiss. d avril. 31 cour i ... ... 1 1 ! A7S   a aa a a. (Tout payé.) pr. 31 Strasbourg âBâle,j.de janv, 1853. 31 cour . (Act. réd. à 350 fr.. tout payé.) pr. 31 Nord, jouissance de janv 31 cour (Act. de 400 fr., tout payé.) pr. 3t pr. 15 Est, actions anciennes, j. avril. 31 cour (Tout payé.) pr. 31 L -, . Pr- 15 Est, actions nouvelles, j. mai.. 31 cour (Act. de 500 fr., 250 fr. payés.) pr. 31 pr. 15 Paris à Lyon, jouiss. janv 31 cour (Act. de 500 fr.,-250 fr. payés.) pr. 31 pr. 15 ... .. ... .. d 20 390 .. .. d20 827 50 830 .. ..... d 20 ... .. d 20 757 50 760 .. .... ..• •• d 20 d20 595 .. 597 50 ... .. ... .. d 20 ... d 20 922 50 925 .. d 20 ::: :: 825 ,. • • 850 ,. 750 .. 785 590 .. 917 50 • • • • a 945 .. ... . d 10 ..... i 390 ■« ... .. d lo! ... •» 827 50 ; 832 50 d 10 957 50 d 10  855 . 7Î0 .. i 760 .. ... .. d 10| .. . 780 .. d lOj 780 .. 595 .. 1 598 75 ;.. .. d 10 ... .. d 10 ... .. 918 75 .925 .. d 10 ..... 912 50 d 10 960 .. » a a «a a • a a a • a a a a a • a • a a a a a a a a a * a a a a a a a V,   1 25 ... Pair. 50 Lyon à la Méditerranée,), avril.. 31 cour (Act. de 500 fr., 300 fr. payés.) pr. 3t pr. 15 Midi, jouiss. janv 31 cour (Act.de500fr..250fr.payés.) pr. 15 Ouest, jouiss. avril 31 cour (Act. de 500 fr., 250 fr. payés.) pr. 31 Caen à Cherbourg, jouiss. janv.. 31 cour (Act. de 500 fr., 250 fr. payés.) pr. 31 Dijon à Besançon, jouiss. janv... 31 cour (Act. de 500 fr., 350 Ir. pavés.) pr. 31 Grand Central de France, j.janv. 31 cour (Act. de 500 fr., 250 fr. payés.) pr. 15 Lyon à Genève, j.janv...; 31 cour (Act. de 500 fr.. 200 fr. payés.) pr. 31 795 ... .» ... •• d20 ..d 20 585 .. 590 .. ... ., ... ■■ d 20 655 .. ... .. ... .. ... . d 20 490 d20 .i. !! d20 487 50 487 50 d 10 485 .. ... .. d 20 a • a «• • • • • 815 .. 580 .. 605 .. • • • » • aa a a a (« * a a • •• • • 480 !  . 495 .. a» a • • 785 .. 795 .. ..... d 10 820 .. d. 10 825 .. 580 .. 585 .. 600 .. d 10 610 .. 647 50 655 .. ... ,. d 10 ... ., 485 .. 490 .. d 10 - 625 .. d 10 481 25 492 50 500 .. d 10 ,515 .. 490 .. d 10 ... .. a a a a a a * a a a a a* a a a a a a a a a a aa • a a a aa a a a a « a a # a a, aa à a a a a a a a a a • a a r * a • a a a a a a a a * a a aa a a a a a a Versailles (rive gauche), j. fév.. 3t cour Dieppe et Fécamp, j. avril .... 31 cour (Act. de 500 fr., 425 fr. payés.) pr. 31 Bordeaux à La Teste (tout payé). 31 cour • •• •• ••• •• d 20 • • * • • ••••t . «. •• d 10 • • • •• a a a a aa a « a a a < • » *   ■ Sceaux (tout prtyéi.. 3t cour f Graissessaeà liez.(200fp.),j.avril. 31 cour ... «• ■ • • • • ••• • • . .. f, . j a a a a aa 1 a a a a ,» a",cours,bourse/cours/commerce
227,presse,1860_10_25,1,4,Page1_Block384,4 l/20/0franç. anc. J.sept. 4 (i/0 franc — Caisse et J. des ch. de fer — Centrale industr. Comptoir d escompte Sous-Compt. des Entrep. Crédit mobilier espagnol. Obligations. Obi. foncières 1000 f 3 0/0 W. coup. 100 f 4 8/0 Id. id. 100 f 3 0/0 Id. id. . 500 f 4 0/0 Id. id. 500 f 3 0/0 V. deParis50/01852J.juill. Id. id. 1855.1. sept. Seine 1857 J.juill. V. de Marseille 5 0/0 J. avril Orléans i 0/0 j .juill. — nouv — — 3 0/0 1844.. — Rouen... J. déc. Béziers J. mai. Ardennes Midi.. J.juilL Lyon-Médit.. 5 0/0. J. oçt. — 5 0/6. J.juill. — Fusion 3 8/0 Nord J.janv. Paris à Lyon J. oct. — 3 0/0.. — Paris à Strasbourg. J. juin. Id. nouv. 3 0/0.. : — Bourbonnais..... .X. janr. Strasbourg à.Bâle. . —   Ouest..«j J. déc-. — 3 M. — Grand-Central — Id. nouvelles.. — Rhône 3~0/0....... ^ — — 5 0/0 — Lyon  à Genève... .«= — Id. nouvelles. .. — C h. Autrich. 3 0/0. J i mars Lombard-Vénitien..... Saragosse. ..J.juill.  — lins — —- lanchàReussJ. avr. Cadix à Xérès,cours,bourse/cours/commerce
228,debats,1854_02_09,1,4,P4_TB00022,"1er Plus Plus SB VOS WM ÏBASÇAIB. cours. haut. bas. pa8ii» m Quatrei/2p. 100,1852(nonremb. compt pend, dix ans), j. du 22 sept., liquid. 97f 70 65 50 fin cour 97 70 .97 70 97 50 97 50 97 60  97 Yo *97 70 *97 20 97 50 d 50 9*7 50 pr.-flnc d If aaa • • a aa aa 4 1/2 P-100 anc., j. du22 sept... compt 4 p. 100,j» du22 sept.compt Trois pour 100, j. du 22 déc., compt 68f 90 70 60 59 45 60 70 liquid. Autour • • •• ... .. KUgcE a* a a • 89 • a a a aa a • 68 90 68 45 68 70 69 .. 68 90 68 95 68 60 68-8*0 pr.finc dito ■r/iClA 69 75 d lf 71 50 71 .. d 50 69 70 • • • • d 2f • a aa aa a a d 50 72 50 Bons du Trésor, 5 0/0 4 à 5 m, pr. An p .. .. .. .. d lf a a «a ii a • d 50 a a la 5 1/2 0/0 6 à 8 m. ■ Banque de France, J. janv. 1854. compt Crédi t loncier de France, j. janv.- compt m Kl ilW a.a a# a a a aa a a a aa a a a 2675 .. a aa • a 2670 .. 500 .. (Act. de 500 fr., 250 payés.) liquid. 15 cour aaa •• 500 ..   aa a a a • •a ai a a a aa a a a a a a. • a d20 88 8 8 8 500 .. pr. 15 — Obligai. de lOOOfr. (Certiûcat compt aaa « • d 20 a aa a a an a a aaa a a 925 • aa a a a aa a a 920 .. 932 50 de dépôt de 200 fr.), ]. oct. liquid.-   a a aa a a a • a a - aa • a a a a 15 cour • • « • • a • • t • la ai aa a a a aaa a a — D° Tout payé .... compt a a a a a a a a a a a a a a aa a a liquid. a aa a a a a aa a a a a aa a a a lia a a 15 cour a a a a a a a a • a a a aa a a a • a a a • a a — D° 10» d Oblig.; tout payé, compt ••••.•• a a a a a • a a a a a a a a a a- t* a a a a a a liquid. • ta a • a aa « a a a a| aa aa a a a •- aaa a a 15 cour a aa a a • a a a • ta# ta a a a a a aaa • a. Soc. gén. Crédit mobilier, j. janv. compt 635 .. 635 .. 620 .. 620 .. 632 50 /Act, de 500 fr., 400 payés.) liquid. - 15 cour 635 635 .. 617 50 623 75 632 50 pr. 15 pr. 28 d 20 645 .. 635 .. d 10 660 .. a a a a a ..... d 20 a a a a a aa a a a dJO aaa • a Comptoir d escompte, j. janv... compt 525 .. aa • a a • a a a a a a * a a 525 .. (Act. de 500 fr., tout payé.) liquid. a a a a a • a a il a a a a a a s • a a aaa aa 1 15 cour 520 a a aa a a « a aa aa • a a a a a « a • • Oblig.de la Ville, 1849, j.oct... compt HUo — 1852,j.janv;. compt Ai.i: d A CA!»U i lontf FfUTlTli. 1035 a. 1090 aa 1035 .. 1097 50 • a a a «t. * - • a «a -a a ** aa a a a a ôolig. (16 la. beme, j • jaiiv.»«••• lAiiiip*. A r> r> M i JAc cloo 9 nno î q .... (inmDl a a a a • a aa a a a a • a a a • a CHESHIH8 DE MB. 030 .. aaa a a 620 .. Saint-Germain. Jouiss. d oct..,. compt (Tout payé.) liquide 15 cour 620 .. a a a a a 620 a. a aa a a 620. .* • aa a a 615 .. ta* ta C2Ô d 10 pr. 15 a • a a a d 20 in aa III 8 8 aaa a a pr. 28 a • a «a d 20 aa a a a a a • a a d 10 aaa a a Orléans, jouissance d oct....... compt 1065 .. 1065 .. 1062 50 1065 .. (Tout payé.) liquid- 15 cour a a* a a a Mil «a • aa a «a a » » • a a a a * a la 1060 .. 1065 .. 1058 75 d 10 1055 a a pr. 15 pr. 28 l\ouen, jouiss. janv.. ,. compt (Tout payé.) liquid. 15 cour d 20 1085 r. 1070 aa 1080 a. d 10 HhKb d 20 a a a a 8 a a a a a a a a a a • a a H 902 50 • a a a aa 895 .. a • a a a a 895 .. . ■> 910 .. a aa a a a 900 .. 900 .. 895 .. d 10 910 .. pr. 15 pr. 28 d20 d 20 a a a a a a a a a a, a a a a a a a a aa a a a d 10 a ai a a a a aa. aa fiouen au Havre, jouiss. d oct..; compt (Tout payé. liquid. ta cour 435 .. , a aa a a • ta aa 432 50 435 !.  a » a a a a aa a aaa aa d 10 430  pr. 15 d 20 a a a a a a a* a Strasbourg à Bàle, j. de janv.1853. compt (Act. réd, à 350 fr„ tout payé.) liquid. 15 cour 362 50 M » • a 365 . , a « à** a a in • • a aa a • aa a a aa a 365 .. 362 50 d 10 365 .. aaa a a a a » ~ • a pr. 15 ... W • «t a ... «,",cours,bourse/cours/commerce
